ProcessName,SubjectUserName,@timestamp,host,Hostname,EventID,SubjectLogonId,ProcessId,LogonType,TargetLogonId,WorkstationName,IpAddress,TargetUserName,PrivilegeList,CommandLine,ParentProcessName,NewProcessId
,pbeesly,2020-05-02T03:09:28.856Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x85c6af,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:09:28.857Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3,0x85c6af,-,-,pbeesly,,,,
,pbeesly,2020-05-02T03:09:29.949Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x85d540,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:09:29.950Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3,0x85d540,-,-,pbeesly,,,,
,pbeesly,2020-05-02T03:09:31.084Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x85f5db,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:09:31.085Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3,0x85f5db,-,-,pbeesly,,,,
C:\Windows\System32\wsmprovhost.exe,pbeesly,2020-05-02T03:09:31.094Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4689,0x85aad2,0x1e28,,,,,,,,,
,pbeesly,2020-05-02T03:09:31.094Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x85f67f,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:09:31.095Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3,0x85f67f,-,-,pbeesly,,,,
,NEWYORK$,2020-05-02T03:09:56.185Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x5ebcf7,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T03:09:56.185Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5ebcf7,-,::1,NEWYORK$,,,,
C:\Windows\System32\wbem\WmiPrvSE.exe,SCRANTON$,2020-05-02T03:10:23.340Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e4,0x1f40,,,,,,,,,
,LOCAL SERVICE,2020-05-02T03:10:24.443Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e5,0x2318,,0x372e81,,,pbeesly,,"rundll32.exe C:\windows\system32\davclnt.dll,DavSetCookie 192.168.0.4 http://192.168.0.4/webdav",C:\Windows\System32\svchost.exe,0x3c4
C:\Windows\System32\rundll32.exe,pbeesly,2020-05-02T03:10:24.444Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x372e81,0x3c4,,,,,,,,,
,LOCAL SERVICE,2020-05-02T03:10:24.446Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e5,0x2318,,0x372e81,,,pbeesly,,"rundll32.exe C:\windows\system32\davclnt.dll,DavSetCookie 192.168.0.4 http://192.168.0.4/webdav",C:\Windows\System32\svchost.exe,0x2184
C:\Windows\System32\rundll32.exe,pbeesly,2020-05-02T03:10:24.448Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x372e81,0x2184,,,,,,,,,
,LOCAL SERVICE,2020-05-02T03:10:24.451Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e5,0x2318,,0x372e81,,,pbeesly,,"rundll32.exe C:\windows\system32\davclnt.dll,DavSetCookie 192.168.0.4 http://192.168.0.4/webdav",C:\Windows\System32\svchost.exe,0x868
C:\Windows\System32\rundll32.exe,pbeesly,2020-05-02T03:10:24.455Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x372e81,0x868,,,,,,,,,
,SCRANTON$,2020-05-02T03:10:24.460Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x374,,0x3e4,,,SCRANTON$,,C:\windows\system32\wbem\wmiprvse.exe -secured -Embedding,C:\Windows\System32\svchost.exe,0x47c
,pbeesly,2020-05-02T03:10:24.471Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x861a79,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:10:24.472Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3,0x861a79,-,10.0.1.4,pbeesly,,,,
,pbeesly,2020-05-02T03:10:24.478Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x861ac7,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:10:24.480Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3,0x861ac7,-,10.0.1.4,pbeesly,,,,
,pbeesly,2020-05-02T03:10:24.480Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x861ad9,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:10:24.481Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3,0x861ad9,-,10.0.1.4,pbeesly,,,,
,pbeesly,2020-05-02T03:10:24.482Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x861aec,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:10:25.488Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3,0x861aec,-,10.0.1.4,pbeesly,,,,
,NASHUA$,2020-05-02T03:10:40.663Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x51c,,0x3e4,,,NASHUA$,,gpupdate.exe /target:computer,C:\Windows\System32\svchost.exe,0xca4
,NASHUA$,2020-05-02T03:10:40.664Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e4,0xca4,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\gpupdate.exe,0x4a8
,NASHUA$,2020-05-02T03:10:40.675Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\system32\svchost.exe -k netsvcs -p -s gpsvc,C:\Windows\System32\services.exe,0x16a0
,NASHUA$,2020-05-02T03:10:40.709Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x864494,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:10:40.711Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3,0x864494,-,::1,NASHUA$,,,,
-,-,2020-05-02T03:10:40.711Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5ed6cd,-,10.0.1.6,NASHUA$,,,,
-,-,2020-05-02T03:10:40.713Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5ed6e8,-,10.0.1.6,NASHUA$,,,,
-,-,2020-05-02T03:10:40.715Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5ed6fc,-,10.0.1.6,NASHUA$,,,,
-,-,2020-05-02T03:10:40.715Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5ed729,-,10.0.1.6,NASHUA$,,,,
C:\Windows\System32\gpupdate.exe,NASHUA$,2020-05-02T03:10:46.801Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4689,0x3e4,0xca4,,,,,,,,,
C:\Windows\System32\conhost.exe,NASHUA$,2020-05-02T03:10:46.802Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4689,0x3e4,0x4a8,,,,,,,,,
C:\Windows\System32\SearchProtocolHost.exe,SCRANTON$,2020-05-02T03:10:51.862Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0xd38,,,,,,,,,
C:\Windows\System32\SearchFilterHost.exe,SCRANTON$,2020-05-02T03:10:51.862Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x22bc,,,,,,,,,
,NEWYORK$,2020-05-02T03:10:56.902Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x5edf2f,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T03:10:56.902Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5edf2f,-,::1,NEWYORK$,,,,
,NEWYORK$,2020-05-02T03:11:02.953Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x5ee631,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T03:11:02.953Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5ee631,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,
,pbeesly,2020-05-02T03:11:20.078Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xf0c,,0x0,,,-,,"""C:\Program Files\SysinternalsSuite\PsExec64.exe"" -accepteula \\NASHUA -u dmevals\pbeesly -p Fl0nk3rt0n!T0by -i 2 C:\Windows\Temp\python.exe",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0xa6c
,pbeesly,2020-05-02T03:11:20.085Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x866b2c,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:11:20.086Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3,0x866b2c,-,10.0.1.4,pbeesly,,,,
,NASHUA$,2020-05-02T03:11:41.247Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\PSEXESVC.exe,C:\Windows\System32\services.exe,0x23f4
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02T03:11:41.263Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x23f4,2,0x867797,NASHUA,-,pbeesly,,,,
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02T03:11:41.264Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x23f4,2,0x867825,NASHUA,-,pbeesly,,,,
,pbeesly,2020-05-02T03:11:41.266Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x867797,,,,,,,"SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
,NASHUA$,2020-05-02T03:11:41.275Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x23f4,,0x867825,,,pbeesly,,"""C:\Windows\Temp\python.exe"" ",C:\Windows\PSEXESVC.exe,0xae8
,pbeesly,2020-05-02T03:11:41.276Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x867825,0xae8,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\Temp\python.exe,0x3c4
C:\Windows\Temp\python.exe,pbeesly,2020-05-02T03:11:41.282Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4689,0x867825,0xae8,,,,,,,,,
C:\Windows\System32\conhost.exe,pbeesly,2020-05-02T03:11:41.283Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4689,0x867825,0x3c4,,,,,,,,,
-,-,2020-05-02T03:11:41.293Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5efc9c,-,10.0.1.6,NASHUA$,,,,
-,-,2020-05-02T03:11:41.294Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5efcb5,-,10.0.1.6,NASHUA$,,,,
-,-,2020-05-02T03:11:41.296Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5efcc9,-,10.0.1.6,NASHUA$,,,,
C:\Windows\System32\svchost.exe,SCRANTON$,2020-05-02T03:11:44.304Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e7,0x204c,,,,,,,,,
,NEWYORK$,2020-05-02T03:11:49.338Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x5efe9f,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T03:11:49.339Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5efe9f,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,
,NEWYORK$,2020-05-02T03:11:49.340Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x5effc1,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T03:11:49.340Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5effc1,-,::1,NEWYORK$,,,,
,NEWYORK$,2020-05-02T03:11:49.343Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x5f000c,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T03:11:49.344Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5f000c,-,10.0.0.4,NEWYORK$,,,,
,NEWYORK$,2020-05-02T03:11:49.352Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x5f0074,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T03:11:49.353Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5f0074,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,
,NEWYORK$,2020-05-02T03:11:49.367Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x5f043b,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T03:11:49.367Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5f043b,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,
,NEWYORK$,2020-05-02T03:11:49.368Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x5f04ac,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T03:11:49.369Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5f04ac,-,fe80::e40c:95b6:b0a7:6429,NEWYORK$,,,,
C:\Windows\System32\wbem\WmiPrvSE.exe,SCRANTON$,2020-05-02T03:11:55.428Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x3e4,0x47c,,,,,,,,,
,NEWYORK$,2020-05-02T03:11:56.429Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x5f0ac6,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T03:11:56.429Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5f0ac6,-,::1,NEWYORK$,,,,
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02T03:12:03.497Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4689,0x3e7,0x23f4,,,,,,,,,
C:\Program Files\SysinternalsSuite\PsExec64.exe,pbeesly,2020-05-02T03:12:03.499Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x372e81,0xa6c,,,,,,,,,
,pbeesly,2020-05-02T03:12:26.669Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xf0c,,0x0,,,-,,"""C:\Program Files\SysinternalsSuite\PsExec64.exe"" -accepteula \\NASHUA -u dmevals\pbeesly -p Fl0nk3rt0n!T0by -i 2 C:\Windows\Temp\python.exe",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0x1724
,pbeesly,2020-05-02T03:12:26.674Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x86a8df,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:12:26.674Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3,0x86a8df,-,10.0.1.4,pbeesly,,,,
,NASHUA$,2020-05-02T03:12:47.913Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\PSEXESVC.exe,C:\Windows\System32\services.exe,0x1720
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02T03:12:47.928Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x1720,2,0x86b56b,NASHUA,-,pbeesly,,,,
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02T03:12:47.930Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x1720,2,0x86b59a,NASHUA,-,pbeesly,,,,
,pbeesly,2020-05-02T03:12:47.931Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x86b56b,,,,,,,"SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
,NASHUA$,2020-05-02T03:12:47.936Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x1720,,0x86b59a,,,pbeesly,,"""C:\Windows\Temp\python.exe"" ",C:\Windows\PSEXESVC.exe,0x440
,pbeesly,2020-05-02T03:12:47.937Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x86b59a,0x440,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\Temp\python.exe,0x1ab8
C:\Windows\Temp\python.exe,pbeesly,2020-05-02T03:12:47.938Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4689,0x86b59a,0x440,,,,,,,,,
C:\Windows\System32\conhost.exe,pbeesly,2020-05-02T03:12:47.939Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4689,0x86b59a,0x1ab8,,,,,,,,,
-,-,2020-05-02T03:12:47.942Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5f25ea,-,10.0.1.6,NASHUA$,,,,
-,-,2020-05-02T03:12:47.943Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5f2603,-,10.0.1.6,NASHUA$,,,,
-,-,2020-05-02T03:12:47.943Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5f2617,-,10.0.1.6,NASHUA$,,,,
,NEWYORK$,2020-05-02T03:12:56.997Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4672,0x5f286a,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege
			SeEnableDelegationPrivilege",,,
-,-,2020-05-02T03:12:56.997Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5f286a,-,::1,NEWYORK$,,,,
C:\Program Files\SysinternalsSuite\PsExec64.exe,pbeesly,2020-05-02T03:13:09.057Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4689,0x372e81,0x1724,,,,,,,,,
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02T03:13:10.071Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4689,0x3e7,0x1720,,,,,,,,,
,pbeesly,2020-05-02T03:13:30.152Z,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xf0c,,0x0,,,-,,"""C:\Program Files\SysinternalsSuite\PsExec64.exe"" -accepteula \\NASHUA -u dmevals\pbeesly -p Fl0nk3rt0n!T0by -i 2 C:\Windows\Temp\python.exe",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0x584
,pbeesly,2020-05-02T03:13:30.158Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x86d84f,,,,,,,"SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:13:30.158Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x0,0x0,3,0x86d84f,-,10.0.1.4,pbeesly,,,,
,NASHUA$,2020-05-02T03:13:51.440Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\PSEXESVC.exe,C:\Windows\System32\services.exe,0x2074
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02T03:13:51.455Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x2074,2,0x86e324,NASHUA,-,pbeesly,,,,
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02T03:13:51.457Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x2074,2,0x86e353,NASHUA,-,pbeesly,,,,
,pbeesly,2020-05-02T03:13:51.457Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4672,0x86e324,,,,,,,"SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,
-,-,2020-05-02T03:13:51.463Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5f42b5,-,10.0.1.6,NASHUA$,,,,
-,-,2020-05-02T03:13:51.465Z,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4624,0x0,0x0,3,0x5f42ce,-,10.0.1.6,NASHUA$,,,,
,NASHUA$,2020-05-02T03:13:51.465Z,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x2074,,0x86e353,,,pbeesly,,"""C:\Windows\Temp\python.exe"" ",C:\Windows\PSEXESVC.exe,0x11f0
